picture,year,longitude,latitude,building,source
350.jpg,1898,89.97° W,36.16° N,Old Main Post Office,Gemini
351.jpg,1996,14.4220° E,50.0860° N,Dancing House,Gemini
352.jpg,2000,122.3321° W,47.6062° N,The Museum of Pop Culture,Gemini
353.jpg,2000,-122.33333 ° W,47.60621 ° N,Experience Music Project,Gemini
354.jpg,2010,4.895° E,52.370° N, The Netherlands National Opera & Ballet,Gemini
355.jpg,2014,114.17° E,22.31° N,The Jockey Club Innovation Tower,Gemini
356.jpg,1997,11.57° E,48.14° N,"Museum of Modern Art, Frankfurt ",Gemini
357.jpg,2005,93.25° W,44.97° N,Weisman Art Museum ,Gemini
358.jpg,2005,89.40° W,39.76° N,Modern Art Museum of Fort Wayne,Gemini
359.jpg,1998,13.40° E,52.52° N," The  ""House of  the  Cultures  of  the  World"" ",Gemini
360.jpg,1999,14.42° E,50.08° N,Dancing House in Prague ,Gemini
361.jpg,1998,13.40° E,52.52° N," The ""Haus des Lehrers"" building in Berlin.",Gemini
362.jpg,1999,14.4233° E,50.0876° N,Dancing House in Prague,Gemini
363.jpg,1998,7.58° E,51.04° N, Gelsenkirchen City Hall,Gemini
364.jpg,1999,13.407° E,52.518° N,Glass-fronted building ,Gemini
365.jpg,1974,13.4065° E,52.5189° N,The Friedrichstadt-Palast theater,Gemini
366.jpg,2001,88.00° W,41.99° N,The Peoria Civic Center,Gemini
367.jpg,2015,114.17° E,22.32° N, The Hong Kong University of Science and Technology  ,Gemini
368.jpg,2002,84.51° W,39.95° N,Contemporary art museum,Gemini
369.jpg,1998,9.51° E,47.39° N,Concrete building with a large overhang,Gemini
370.jpg,2008,116.404° E,39.913° N,CCTV Headquarters Building,Gemini
371.jpg,1997,10.15° E,48.17° N,Kunsthaus Graz art museum,Gemini
372.jpg,2007,16.3820° E,48.2060° N,Kunsthaus Graz ,Gemini
373.jpg,1989,11.56° E,48.13° N,"The Kunsthaus Graz, Austria",Gemini
374.jpg,2008,9.95° E,53.55° N,Bus shelter with a tiled roof,Gemini
375.jpg,1986,11.58° E,47.82° N,The Bergisel Ski Jump,Gemini
376.jpg,1998,111.92° W,33.45° N,"Gehry's  ""The  Dancing  House""",Gemini
377.jpg,2002,13.40° E,52.40° N,Modern building in Germany,Gemini
378.jpg,1994,8.42° E,49.01° N,The Kunsthaus Graz ,Gemini
379.jpg,2004,8.55° E,47.24° N,Kunsthaus Graz ,Gemini
380.jpg,2012,114.17° E,22.30° N,Jockey Club Innovation Tower,Gemini
381.jpg,1999,11.58° E,48.13° N,The Pinakothek of Modern,Gemini
382.jpg,1999,14.51° E,46.80° N,"Kunsthaus Graz, Austria",Gemini
383.jpg,1997,11.6496° E,48.1444° N,The Kunsthaus Graz art museum ,Gemini
384.jpg,2007,11.6264° E,48.1544° N,BMW Welt Building,Gemini
385.jpg,2003,71.09° W,42.36° N, MIT Stata Center Building,Gemini
386.jpg,2013,4.88° E,43.29° N,The MuCEM Museum ,Gemini
387.jpg,1999,14.42° E,50.08° N,Dancing House in Prague. ,Gemini
388.jpg,1995,25.26° E,57.37° N,The Latvian National Museum of Art,Gemini
389.jpg,1999,9.41° E,48.82° N,The Kunsthaus Graz ,Gemini
390.jpg,1999,11.41° E,48.14° N,The Green Cube ,Gemini
391.jpg,1993,9.25° E,47.48° N,Kunsthaus Bregenz,Gemini
392.jpg,2001,8.833° E,49.19° N,"Kunsthaus Graz, Austria",Gemini
393.jpg,2012,114.17° E,22.31° N,The Hong Kong Polytechnic University,Gemini
394.jpg,2007,11.58° E,48.14° N,BMW Welt building in Munich,Gemini
395.jpg,2007,11.5820° E,48.1448° N,"BMW Welt, Munich",Gemini
396.jpg,2007,13.30000° E,47.70000° N, Aqua Dome Waterpark ,Gemini
397.jpg,2007,11.5820° E,48.1495° N,"BMW Welt,  Munich",Gemini
398.jpg,1999,14.50° E,47.07° N,"The ""Wave"" building in Vienna, Austria",Gemini
399.jpg,1998,4.47° E,51.21° N,Museum Boijmans Van Beuningen ,Gemini
400.jpg,2004,122.3321° W,47.6062° N,Seattle Central Library,Gemini
401.jpg,2007,11.58° E,48.14° N,BMW Welt ,Gemini
402.jpg,2002,11.5820° E,48.1429° N,The Jewish Museum Berlin,Gemini
403.jpg,2007,11.58° E,48.14° N,BMW Welt and BMW Vierzylinder,Gemini
404.jpg,2000,8.55° E,50.12° N,Modern building with a glass facade,Gemini
405.jpg,2007,11.58° E,48.14° N,BMW Welt and BMW Museum.,Gemini
406.jpg,2012,114.16° E,22.31° N,The Hong Kong University of Science and Technology's new library building.,Gemini
407.jpg,1997,-2.93° W,43.26° N,Guggenheim Museum Bilbao,Gemini
408.jpg,2007,11.582° E,48.142° N,BMW Welt Museum,Gemini
409.jpg,2007,11.581° E,48.143° N,BMW Welt building,Gemini
410.jpg,2004,122.332° W,47.606° N,Seattle Central Library,Gemini
411.jpg,1999,14.42° E,50.08° N,Dancing House,Gemini
412.jpg,2004,122.3321° W,47.6062° N,Seattle Central Library,Gemini
413.jpg,2004,122.3321° W,47.6062° N,Seattle Central Library,Gemini
414.jpg,2004,122.3321° W,47.6062° N,Seattle Central Library,Gemini
415.jpg,2004,122.3321° W,47.6062° N,Seattle Central Library,Gemini
416.jpg,2003,118.2437° W,34.0522° N,Walt Disney Concert Hall,Gemini
417.jpg,2001,13.4050° E,52.5194° N,Jewish Museum Berlin,Gemini
418.jpg,1997,-2.93° W,43.26° N,Guggenheim Museum Bilbao,Gemini
419.jpg,2001,79.3832° W,43.6532° N,"The Royal Ontario Museum, Michael Lee-Chin Crystal",Gemini
420.jpg,1997,79.3832° W,43.6532° N,The Art Gallery of Ontario  ,Gemini
421.jpg,1997,79.38° W,43.65° N,Art Gallery of Ontario,Gemini
422.jpg,1999,14.42° E,50.08° N,Dancing House,Gemini
423.jpg,1976,11.4000° E,47.2500° N,Innsbruck Ski Jump,Gemini
424.jpg,1999,14.4237° E,50.0868° N,Dancing House,Gemini
425.jpg,1989,79.3832° W,43.6532° N,The Royal Ontario Museum.,Gemini
426.jpg,1985,79.3832° W,43.6532° N,Art Gallery of Ontario,Gemini
427.jpg,1998,10.13° E,54.51° N,Glass roofed building in Denmark,Gemini
428.jpg,2002,8.53° E,49.01° N, Modern train station building ,Gemini
429.jpg,2004,122.3321° W,47.6062° N,Seattle Central Library,Gemini
430.jpg,1997,14.42° E,50.08° N,Dancing House,Gemini
431.jpg,2001,79.38° W,43.65° N,Royal Ontario Museum's  Michael Lee-Chin Crystal,Gemini
432.jpg,2003,71.0897° W,42.3601° N,The Ray and Maria Stata Center at MIT,Gemini
433.jpg,1989,79.38° W,43.65° N,Art Gallery of Ontario,Gemini
434.jpg,1989,79.3832° W,43.6532° N,"Royal Ontario Museum, Canada",Gemini
435.jpg,1999,7.6325° E,51.5251° N, Kunsthaus Graz ,Gemini
436.jpg,1989,79.3832° W,43.6532° N,Art Gallery of Ontario,Gemini
437.jpg,1999,14.42° E,50.08° N,Dancing House,Gemini
438.jpg,1991,83.72° W,41.49° N,The Gehry Building,Gemini
439.jpg,1999,14.42° E,50.08° N,Dancing House ,Gemini
440.jpg,2008,122.40° W,37.78° N,San Francisco Federal Building,Gemini
441.jpg,2008,151.20° E,-33.86° S,Michael Lee-Chin Crystal,Gemini
442.jpg,1968,79.38° W,43.65° N, The McLaughlin Planetarium,Gemini
443.jpg,1989,79.38° W,43.65° N,Royal Ontario Museum,Gemini
444.jpg,1997,14.42° E,50.08° N,Dancing House  ,Gemini
445.jpg,1989,79.3832° W,43.6532° N,"The Royal Ontario Museum, Michael Lee-Chin Crystal",Gemini
446.jpg,1996,14.43° E,50.08° N,Dancing House  ,Gemini
447.jpg,2006,105.0000 ° W,39.7500 ° N,"Denver Art Museum, Frederic C. Hamilton Building",Gemini
448.jpg,2005,8.52° E,47.39° N,"The Kunsthaus Graz, Austria",Gemini
449.jpg,1997,13.39° E,52.51° N,The German Spy Museum,Gemini
450.jpg,1989,79.38° W,43.65° N,The Royal Ontario Museum,Gemini
451.jpg,2000,13.41° E,53.55° N,The Dancing House,Gemini
452.jpg,1997,14.42° E,50.08° N,Dancing House,Gemini
453.jpg,2003,106.83° E,6.20° S, Giant colourful building,Gemini
454.jpg,1999,14.42° E,50.09° N,"Dancing House, Prague",Gemini
455.jpg,1967,75.71° W,45.41° N,Montreal Planetarium,Gemini
456.jpg,1997,14.42° E,50.08° N,Dancing House,Gemini
457.jpg,1999,14.42° E,50.08° N,Dancing House in Prague,Gemini
458.jpg,2003,73.98° W,40.75° N,1177 Avenue of the Americas,Gemini
459.jpg,2006,2.98° W,53.41° N,Imperial War Museum North,Gemini
460.jpg,1998,112.07° W,36.12° N,The Gehry House,Gemini
461.jpg,1979,13.41° E,46.81° N, Ski jumping hill  ,Gemini
